N,Year,TLen,Species,number,PerpDist,
601,2006,58,Blackstart,1,40.0,
602,2006,58,ScrubWarbler,1,5.0,
603,2006,58,Blackstart,1,15.0,
604,2006,58,WhiteCrownedBlackWheatear,1,20.0,
605,2006,58,RockMartin,2,10.0,
606,2006,58,WhiteCrownedBlackWheatear,1,40.0,
607,2006,58,RockMartin,1,65.0,
608,2006,58,SandPartridge,3,10.0,
609,2006,58,Blackstart,1,15.0,
610,2006,58,Blackstart,1,20.0,
611,2006,58,RockMartin,1,10.0,
612,2006,58,WhiteCrownedBlackWheatear,1,25.0,
613,2006,58,RockMartin,1,50.0,
614,2006,58,WhiteCrownedBlackWheatear,1,25.0,
615,2006,58,RockMartin,2,50.0,
616,2006,58,Blackstart,1,30.0,
617,2006,58,RockMartin,1,20.0,
618,2006,58,SandPartridge,2,5.0,
619,2006,58,Blackstart,2,5.0,
620,2006,58,Blackstart,2,5.0,
621,2006,58,Blackstart,2,10.0,
622,2006,58,ScrubWarbler,1,60.0,
623,2006,58,WhiteCrownedBlackWheatear,1,10.0,
624,2006,58,Blackstart,1,35.0,
625,2006,58,DesertLark,1,30.0,
626,2006,58,Blackstart,1,5.0,
627,2006,58,BonellisWarbler,2,5.0,
628,2006,58,RockMartin,2,92.0,
629,2006,58,Blackstart,1,1.0,
630,2006,58,Blackstart,1,8.0,
631,2006,58,WhiteCrownedBlackWheatear,1,60.0,
632,2006,58,Blackstart,2,35.0,
633,2006,58,Blackstart,1,5.0,
634,2006,58,Hoopoe,1,50.0,
635,2006,58,Blackstart,1,20.0,
636,2006,58,ScrubWarbler,2,15.0,
637,2006,58,Blackstart,1,15.0,
638,2006,58,WhiteCrownedBlackWheatear,1,15.0,
639,2006,58,Blackstart,1,15.0,
640,2006,58,Blackstart,1,15.0,
641,2006,58,RockMartin,1,10.0,
642,2006,58,WhiteCrownedBlackWheatear,1,10.0,
643,2006,58,CollaredDove,1,5.0,
644,2006,58,Blackstart,1,20.0,
645,2006,58,WhiteCrownedBlackWheatear,1,5.0,
646,2006,58,CollaredDove,2,5.0,
647,2006,58,Blackstart,1,30.0,
648,2006,58,Blackstart,1,40.0,
649,2006,58,RockMartin,1,40.0,
650,2006,58,RockMartin,1,10.0,
651,2006,58,CollaredDove,1,50.0,
652,2006,58,RockMartin,1,20.0,
653,2006,58,ScrubWarbler,1,10.0,
654,2006,58,DesertLark,2,20.0,
655,2006,58,LaughingDove,1,30.0,
656,2006,58,WhiteCrownedBlackWheatear,2,30.0,
657,2006,58,DesertLark,2,60.0,
658,2006,58,RockMartin,2,15.0,
659,2006,58,LaughingDove,1,40.0,
660,2006,58,DesertLark,2,20.0,
661,2006,58,LaughingDove,1,55.0,
662,2006,58,WhiteCrownedBlackWheatear,1,50.0,
663,2006,58,HouseSparrow,1,99.0,
664,2006,58,RockMartin,1,30.0,
665,2006,58,RockMartin,1,39.0,
666,2006,58,RockDove,1,60.0,
667,2006,58,WhiteCrownedBlackWheatear,1,50.0,
668,2006,58,DesertLark,1,20.0,
669,2006,58,SpectacledBulbul,2,25.0,
670,2006,58,RockMartin,1,20.0,
671,2006,58,LaughingDove,3,25.0,
672,2006,58,WhiteCrownedBlackWheatear,1,30.0,
673,2006,58,DesertLark,1,20.0,
674,2006,58,DesertLark,1,20.0,
675,2006,58,DesertLark,2,10.0,
676,2006,58,WhiteCrownedBlackWheatear,1,40.0,
677,2006,58,WhiteCrownedBlackWheatear,1,50.0,
678,2006,58,WhiteCrownedBlackWheatear,1,18.0,
679,2006,58,WhiteCrownedBlackWheatear,1,15.0,
680,2006,58,LaughingDove,1,10.0,
681,2006,58,Blackstart,1,30.0,
682,2006,58,WhiteCrownedBlackWheatear,2,20.0,
683,2006,58,ArabianWarbler,2,30.0,
684,2006,58,OlivaceousWarbler,2,20.0,
685,2006,58,DesertLark,1,10.0,
686,2006,58,WhiteCrownedBlackWheatear,1,20.0,
687,2006,58,DesertLark,2,30.0,
688,2006,58,DesertLark,4,20.0,
689,2006,58,RockMartin,1,30.0,
690,2006,58,WhiteCrownedBlackWheatear,1,5.0,
691,2006,58,RockDove,10,8.0,
692,2006,58,SpectacledBulbul,1,20.0,
693,2006,58,OliveTreeWarbler,2,10.0,
694,2006,58,RockDove,1,15.0,
695,2006,58,ScrubWarbler,1,20.0,
696,2006,58,RockMartin,1,71.0,
697,2006,58,RockMartin,2,17.0,
698,2006,58,LaughingDove,1,40.0,
699,2006,58,RockDove,1,74.0,
700,2006,58,WhiteCrownedBlackWheatear,1,40.0,
701,2006,58,RockMartin,2,40.0,
702,2006,58,RockMartin,1,25.0,
703,2006,58,DesertLark,2,20.0,
704,2006,58,RockMartin,1,15.0,
705,2006,58,DesertLark,1,10.0,
706,2006,58,RockDove,1,30.0,
707,2006,58,DesertLark,4,50.0,
708,2006,58,RockMartin,1,10.0,
709,2006,58,RockMartin,2,62.0,
710,2006,58,WhiteCrownedBlackWheatear,1,40.0,
711,2006,58,RockDove,3,30.0,
712,2006,58,DesertLark,6,23.0,
713,2006,58,WhiteCrownedBlackWheatear,2,20.0,
714,2006,58,SinaiRosefinch,12,30.0,
715,2006,58,RockMartin,1,10.0,
716,2006,58,SinaiRosefinch,3,10.0,
717,2006,58,SinaiRosefinch,3,20.0,
718,2006,58,Blackstart,1,10.0,
719,2006,58,DesertLark,2,5.0,
720,2006,58,LaughingDove,1,20.0,
721,2006,58,Blackstart,1,10.0,
722,2006,58,WhiteCrownedBlackWheatear,1,30.0,
723,2006,58,RockMartin,2,30.0,
724,2006,58,LaughingDove,3,30.0,
725,2006,58,WhiteCrownedBlackWheatear,1,20.0,
726,2006,58,WhiteCrownedBlackWheatear,1,50.0,
727,2006,58,ScrubWarbler,2,10.0,
728,2006,58,RockMartin,1,10.0,
729,2006,58,Blackstart,1,10.0,
730,2006,58,RockMartin,1,20.0,
731,2006,58,ArabianWarbler,3,10.0,
732,2006,58,WhiteCrownedBlackWheatear,1,30.0,
733,2006,58,WhiteCrownedBlackWheatear,1,20.0,
734,2006,58,ScrubWarbler,2,30.0,
735,2006,58,LaughingDove,1,10.0,
736,2006,58,RockDove,2,82.0,
737,2006,58,WhiteCrownedBlackWheatear,1,1.0,
738,2006,58,RockMartin,1,10.0,
739,2006,58,DesertLark,2,20.0,
740,2006,58,RockMartin,2,10.0,
741,2006,58,LaughingDove,1,30.0,
742,2006,58,LaughingDove,2,40.0,
743,2006,58,LaughingDove,1,20.0,
744,2006,58,LaughingDove,1,72.0,
745,2006,58,OliveTreeWarbler,3,20.0,
746,2006,58,LaughingDove,4,28.0,
747,2006,58,LaughingDove,1,65.0,
748,2006,58,LaughingDove,1,20.0,
749,2006,58,RockMartin,1,50.0,
750,2006,58,LaughingDove,2,20.0,
751,2006,58,LaughingDove,2,10.0,
752,2006,58,WhiteCrownedBlackWheatear,1,40.0,
753,2006,58,CollaredDove,1,30.0,
754,2006,58,SpectacledBulbul,1,30.0,
755,2006,58,LaughingDove,2,30.0,
756,2006,58,RockDove,1,43.0,
757,2006,58,WhiteCrownedBlackWheatear,1,20.0,
758,2006,58,LaughingDove,1,30.0,
759,2006,58,SpectacledBulbul,1,20.0,
760,2006,58,LaughingDove,1,20.0,
761,2006,58,RockMartin,1,72.0,
762,2006,58,WhiteCrownedBlackWheatear,1,30.0,
763,2006,58,LaughingDove,1,20.0,
764,2006,58,RockMartin,2,20.0,
765,2006,58,WhiteCrownedBlackWheatear,1,10.0,
766,2006,58,RockMartin,2,10.0,
767,2006,58,WhiteCrownedBlackWheatear,1,20.0,
768,2006,58,RockMartin,1,63.0,
769,2006,58,CollaredDove,3,30.0,
770,2006,58,WhiteCrownedBlackWheatear,1,1.0,
771,2006,58,LaughingDove,1,30.0,
772,2006,58,SpectacledBulbul,1,30.0,
773,2006,58,RockMartin,1,20.0,
774,2006,58,DesertLark,1,1.0,
775,2006,58,CollaredDove,1,20.0,
776,2006,58,OlivaceousWarbler,3,10.0,
777,2006,58,ScrubWarbler,1,30.0,
778,2006,58,DesertLark,2,30.0,
779,2006,58,CollaredDove,1,50.0,
780,2006,58,DesertLark,1,50.0,
781,2006,58,RockMartin,1,20.0,
782,2006,58,WhiteCrownedBlackWheatear,1,30.0,
783,2006,58,DesertLark,2,1.0,
784,2006,58,DesertLark,1,1.0,
785,2006,58,SinaiRosefinch,2,30.0,
786,2006,58,SinaiRosefinch,2,10.0,
787,2006,58,SinaiRosefinch,1,20.0,
788,2006,58,RockMartin,1,79.0,
789,2006,58,RockMartin,1,58.0,
790,2006,58,DesertLark,1,25.0,
791,2006,58,RockMartin,1,30.0,
792,2006,58,RockMartin,1,25.0,
793,2006,58,RockMartin,1,30.0,
794,2006,58,RockMartin,1,20.0,
795,2006,58,TristramsStarling,2,27.0,
796,2006,58,RockDove,3,40.0,
797,2006,58,ScrubWarbler,1,50.0,
798,2006,58,ScrubWarbler,2,1.0,
799,2006,58,SinaiRosefinch,2,20.0,
800,2006,58,WhiteCrownedBlackWheatear,1,5.0,
801,2006,58,DesertLark,2,5.0,
802,2006,58,RockMartin,2,15.0,
803,2006,58,OliveTreeWarbler,1,15.0,
804,2006,58,Blackstart,2,10.0,
805,2006,58,SpectacledBulbul,2,15.0,
806,2006,58,RockMartin,1,67.0,
807,2006,58,RockMartin,1,88.0,
808,2006,58,RockMartin,1,68.0,
809,2006,58,WhiteCrownedBlackWheatear,1,10.0,
810,2006,58,RockMartin,2,57.0,
811,2006,58,RockMartin,1,10.0,
812,2006,58,WhiteCrownedBlackWheatear,1,20.0,
813,2006,58,WhiteCrownedBlackWheatear,2,30.0,
814,2006,58,LaughingDove,1,30.0,
815,2006,58,WhiteCrownedBlackWheatear,1,50.0,
816,2006,58,LaughingDove,5,50.0,
817,2006,58,WhiteCrownedBlackWheatear,1,40.0,
818,2006,58,WhiteCrownedBlackWheatear,1,50.0,
819,2006,58,WhiteCrownedBlackWheatear,1,40.0,
820,2006,58,CollaredDove,1,38.0,
821,2006,58,LaughingDove,2,10.0,
822,2006,58,RockMartin,1,20.0,
823,2006,58,ScrubWarbler,1,1.0,
824,2006,58,CollaredDove,1,63.0,
825,2006,58,RockMartin,1,20.0,
826,2006,58,LaughingDove,3,30.0,
827,2006,58,WhiteCrownedBlackWheatear,1,40.0,
828,2006,58,ScrubWarbler,2,52.0,
829,2006,58,OlivaceousWarbler,1,10.0,
830,2006,58,RockMartin,2,50.0,
831,2006,58,TristramsStarling,1,30.0,
832,2006,58,TristramsStarling,1,83.0,
833,2006,58,SinaiRosefinch,1,30.0,
834,2006,58,ScrubWarbler,1,30.0,
835,2006,58,WhiteCrownedBlackWheatear,1,20.0,
836,2006,58,ScrubWarbler,1,50.0,
837,2006,58,RockMartin,1,100.0,
838,2006,58,DesertLark,1,35.0,
839,2006,58,WhiteCrownedBlackWheatear,1,50.0,
840,2006,58,WhiteCrownedBlackWheatear,1,5.0,
841,2006,58,SinaiRosefinch,1,15.0,
842,2006,58,LaughingDove,2,30.0,
843,2006,58,WhiteCrownedBlackWheatear,1,25.0,
844,2006,58,SinaiRosefinch,2,5.0,
845,2006,58,WhiteCrownedBlackWheatear,1,15.0,
846,2006,58,ScrubWarbler,2,25.0,
847,2006,58,DesertLark,2,10.0,
848,2006,58,SinaiRosefinch,1,20.0,
849,2006,58,WhiteCrownedBlackWheatear,1,40.0,
850,2006,58,ScrubWarbler,1,15.0,
851,2006,58,Chukar,2,5.0,
852,2006,58,LaughingDove,3,5.0,
853,2006,58,ScrubWarbler,1,20.0,
854,2006,58,Chukar,8,5.0,
855,2006,58,OrpheanWarbler,1,20.0,
856,2006,58,RockMartin,1,30.0,
857,2006,58,RockDove,1,20.0,
858,2006,58,RockDove,1,20.0,
859,2006,58,ScrubWarbler,2,25.0,
860,2006,58,RockMartin,1,30.0,
861,2006,58,RockMartin,2,10.0,
862,2006,58,LaughingDove,1,15.0,
863,2006,58,LaughingDove,1,10.0,
864,2006,58,ScrubWarbler,1,20.0,
865,2006,58,WhiteCrownedBlackWheatear,1,20.0,
866,2006,58,LesserWhitethroat,1,20.0,
867,2006,58,SpectacledBulbul,3,20.0,
868,2006,58,ScrubWarbler,2,50.0,
869,2006,58,RockDove,2,50.0,
870,2006,58,RockDove,2,100.0,
871,2006,58,ScrubWarbler,2,10.0,
872,2006,58,WhiteCrownedBlackWheatear,2,50.0,
873,2006,58,RockDove,1,100.0,
874,2006,58,SinaiRosefinch,1,100.0,
875,2006,58,SinaiRosefinch,1,20.0,
876,2006,58,LesserWhitethroat,2,20.0,
877,2006,58,LesserWhitethroat,1,20.0,
878,2006,58,SinaiRosefinch,2,1.0,
879,2006,58,RockMartin,1,10.0,
880,2006,58,ScrubWarbler,1,50.0,
881,2006,58,RockMartin,1,35.0,
882,2006,58,ScrubWarbler,1,30.0,
883,2006,58,ScrubWarbler,1,30.0,
884,2006,58,RockDove,2,75.0,
885,2006,58,RockMartin,5,73.0,
886,2006,58,WhiteCrownedBlackWheatear,1,1.0,
887,2006,58,ScrubWarbler,2,20.0,
888,2006,58,RockMartin,1,30.0,
889,2006,58,RockMartin,6,10.0,
890,2006,58,ScrubWarbler,1,30.0,
891,2006,58,DesertLark,1,5.0,
892,2006,58,WhiteCrownedBlackWheatear,1,10.0,
893,2006,58,RockMartin,1,20.0,
894,2006,58,RockMartin,4,30.0,
895,2006,58,RockMartin,1,67.0,
896,2006,58,RockMartin,5,30.0,
897,2006,58,Chukar,3,70.0,
898,2006,58,RockMartin,2,20.0,
899,2006,58,RockMartin,2,20.0,
900,2006,58,RockMartin,2,20.0,
901,2006,58,WhiteCrownedBlackWheatear,1,20.0,
902,2006,58,Chukar,1,25.0,
903,2006,58,RockMartin,6,10.0,
904,2006,58,Chukar,1,40.0,
905,2006,58,RockMartin,3,30.0,
906,2006,58,ScrubWarbler,1,30.0,
907,2006,58,WhiteCrownedBlackWheatear,1,1.0,
908,2006,58,RockMartin,6,30.0,
909,2006,58,ScrubWarbler,1,50.0,
910,2006,58,RockMartin,3,57.0,
911,2006,58,RockMartin,3,20.0,
912,2006,58,RockMartin,3,20.0,
913,2006,58,RockMartin,2,80.0,
914,2006,58,RockMartin,2,20.0,
915,2006,58,RockMartin,2,10.0,
916,2006,58,TristramsStarling,1,10.0,
917,2006,58,SpectacledBulbul,1,10.0,
918,2006,58,SpectacledBulbul,3,10.0,
919,2006,58,LaughingDove,2,40.0,
920,2006,58,WhiteCrownedBlackWheatear,1,1.0,
921,2006,58,ScrubWarbler,1,20.0,
922,2006,58,RockMartin,3,43.0,
923,2006,58,SinaiRosefinch,1,40.0,
924,2006,58,ScrubWarbler,1,20.0,
925,2006,58,WhiteCrownedBlackWheatear,1,40.0,
926,2006,58,LaughingDove,1,50.0,
927,2006,58,OrpheanWarbler,1,10.0,
928,2006,58,RockDove,3,10.0,
929,2006,58,RockDove,2,5.0,
930,2006,58,ScrubWarbler,2,10.0,
931,2006,58,WhiteCrownedBlackWheatear,1,30.0,
932,2006,58,WhiteCrownedBlackWheatear,1,1.0,
933,2006,58,ScrubWarbler,1,15.0,
934,2006,58,WhiteCrownedBlackWheatear,1,50.0,
935,2006,58,RockDove,1,40.0,
936,2006,58,RockMartin,1,88.0,
937,2006,58,ScrubWarbler,1,50.0,
938,2006,58,RockDove,15,100.0,
939,2006,58,OrpheanWarbler,1,10.0,
940,2006,58,LesserWhitethroat,2,20.0,
941,2006,58,WhiteCrownedBlackWheatear,1,50.0,
942,2006,58,WhiteCrownedBlackWheatear,1,30.0,
943,2006,58,OrpheanWarbler,1,1.0,
944,2006,58,SinaiRosefinch,1,50.0,
945,2006,58,TristramsStarling,2,26.0,
946,2006,58,ScrubWarbler,2,1.0,
947,2006,58,TristramsStarling,1,49.0,
948,2006,58,ScrubWarbler,1,30.0,
949,2006,58,WhiteCrownedBlackWheatear,1,5.0,
950,2006,58,RockMartin,2,30.0,
951,2006,58,ScrubWarbler,2,1.0,
952,2006,58,RockMartin,2,55.0,
953,2006,58,ScrubWarbler,2,30.0,
954,2006,58,ScrubWarbler,1,40.0,
955,2006,58,ScrubWarbler,1,50.0,
956,2006,58,RockDove,1,30.0,
957,2006,58,RockMartin,1,70.0,
958,2006,58,RockDove,4,70.0,
959,2006,58,TristramsStarling,1,70.0,
960,2006,58,RockMartin,2,70.0,
961,2006,58,RockMartin,2,67.0,
962,2006,58,WhiteCrownedBlackWheatear,1,15.0,
963,2006,58,ScrubWarbler,1,80.0,
964,2006,58,RockMartin,1,41.0,
965,2006,58,LaughingDove,1,30.0,
966,2006,58,ScrubWarbler,1,30.0,
967,2006,58,LaughingDove,1,30.0,
968,2006,58,WhiteCrownedBlackWheatear,1,50.0,
969,2006,58,WhiteCrownedBlackWheatear,1,35.0,
970,2006,58,DesertLark,1,15.0,
971,2006,58,WhiteCrownedBlackWheatear,1,1.0,
972,2006,58,LaughingDove,1,1.0,
973,2006,58,ScrubWarbler,1,55.0,
974,2006,58,TristramsStarling,2,10.0,
975,2006,58,RockDove,4,67.0,
976,2006,58,LaughingDove,2,1.0,
977,2006,58,LesserWhitethroat,2,20.0,
978,2006,58,RockDove,9,50.0,
979,2006,58,RockDove,2,50.0,
980,2006,58,RockDove,35,86.0,
981,2006,58,WhiteCrownedBlackWheatear,2,20.0,
982,2006,58,WhiteCrownedBlackWheatear,1,1.0,
983,2006,58,WhiteCrownedBlackWheatear,2,1.0,
984,2006,58,SinaiRosefinch,1,5.0,
985,2006,58,RockDove,44,1.0,
986,2006,58,RockDove,15,1.0,
987,2006,58,ScrubWarbler,1,70.0,
988,2006,58,RockDove,1,100.0,
989,2006,58,LesserWhitethroat,2,25.0,
990,2006,58,WhiteCrownedBlackWheatear,2,50.0,
991,2006,58,DesertLark,1,1.0,
992,2006,58,RockDove,4,79.0,
993,2006,58,SinaiRosefinch,2,100.0,
994,2006,58,RockDove,5,70.0,
995,2006,58,ScrubWarbler,1,70.0,
996,2006,58,SinaiRosefinch,1,1.0,
997,2006,58,SinaiRosefinch,2,30.0,
998,2006,58,Chukar,3,10.0,
999,2006,58,Chukar,10,1.0,
1000,2006,58,WhiteCrownedBlackWheatear,1,40.0,
1001,2006,58,DesertLark,1,20.0,
1002,2006,58,ScrubWarbler,2,5.0,
1003,2006,58,LaughingDove,2,10.0,
1004,2006,58,LaughingDove,1,10.0,
1005,2006,58,Chukar,1,1.0,
1006,2006,58,RockDove,2,97.0,
1007,2006,58,TristramsStarling,2,30.0,
1008,2006,58,RockDove,1,50.0,
1009,2006,58,ScrubWarbler,2,1.0,
1010,2006,58,ScrubWarbler,1,10.0,
1011,2006,58,SinaiRosefinch,1,50.0,
1012,2006,58,RockDove,6,50.0,
1013,2006,58,OrpheanWarbler,1,20.0,
1014,2006,58,SinaiRosefinch,1,60.0,
1015,2006,58,WhiteCrownedBlackWheatear,1,5.0,
1016,2006,58,SinaiRosefinch,1,20.0,
1017,2006,58,Chukar,1,1.0,
1018,2007,21,LaughingDove,2,31.0,
1019,2007,21,LaughingDove,1,38.0,
1020,2007,21,HouseSparrow,2,18.0,
1021,2007,21,WhiteCrownedBlackWheatear,1,33.0,
1022,2007,21,WhiteCrownedBlackWheatear,1,33.0,
1023,2007,21,WhiteCrownedBlackWheatear,1,31.0,
1024,2007,21,LaughingDove,2,41.0,
1025,2007,21,LaughingDove,1,4.0,
1026,2007,21,WhiteCrownedBlackWheatear,1,84.0,
1027,2007,21,RockDove,3,86.0,
1028,2007,21,LaughingDove,1,20.0,
1029,2007,21,LaughingDove,2,20.0,
1030,2007,21,HouseSparrow,5,25.0,
1031,2007,21,LaughingDove,1,21.0,
1032,2007,21,SpectacledBulbul,1,25.0,
1033,2007,21,WhiteCrownedBlackWheatear,2,1.0,
1034,2007,21,Blackstart,1,83.0,
1035,2007,21,LaughingDove,1,37.0,
1036,2007,21,RockDove,2,99.0,
1037,2007,21,Blackstart,1,1.0,
1038,2007,21,Blackstart,1,1.0,
1039,2007,21,Blackstart,1,7.0,
1040,2007,21,LaughingDove,1,3.0,
1041,2007,21,LaughingDove,2,27.0,
1042,2007,21,HouseSparrow,2,42.0,
1043,2007,21,RockMartin,1,182.0,
1044,2007,21,RockDove,2,213.0,
1045,2007,21,WhiteCrownedBlackWheatear,1,71.0,
1046,2007,21,LaughingDove,2,20.0,
1047,2007,21,WhiteCrownedBlackWheatear,1,22.0,
1048,2007,21,LaughingDove,2,7.0,
1049,2007,21,DesertLark,1,6.0,
1050,2007,21,DesertLark,1,2.0,
1051,2007,21,SandPartridge,5,50.0,
1052,2007,21,WhiteCrownedBlackWheatear,1,7.0,
1053,2007,21,LaughingDove,1,35.0,
1054,2007,21,RockDove,1,35.0,
1055,2007,21,LaughingDove,1,2.0,
1056,2007,21,LaughingDove,1,1.0,
1057,2007,21,LaughingDove,3,10.0,
1058,2007,21,LaughingDove,1,15.0,
1059,2007,21,HouseSparrow,1,15.0,
1060,2007,21,RockDove,2,24.0,
1061,2007,21,RockDove,2,345.0,
1062,2007,21,WhiteCrownedBlackWheatear,1,52.0,
1063,2007,21,LaughingDove,2,26.0,
1064,2007,21,LaughingDove,1,19.0,
1065,2007,21,LaughingDove,1,27.0,
1066,2007,21,LaughingDove,1,27.0,
1067,2007,21,Blackstart,1,27.0,
1068,2007,21,Blackstart,2,25.0,
1069,2007,21,LaughingDove,1,1.0,
1070,2007,21,RockDove,1,1.0,
1071,2007,21,RockDove,1,9.0,
1072,2007,21,LaughingDove,2,10.0,
1073,2007,21,LaughingDove,1,15.0,
1074,2007,21,RockDove,1,17.0,
1075,2007,21,LaughingDove,2,19.0,
1076,2007,21,LaughingDove,1,17.0,
1077,2007,21,Blackstart,2,47.0,
1078,2007,21,SpectacledBulbul,1,17.0,
1079,2007,21,RockDove,6,36.0,
1080,2007,21,WhiteCrownedBlackWheatear,1,22.0,
1081,2007,21,WhiteCrownedBlackWheatear,1,38.0,
1082,2007,21,LaughingDove,2,19.0,
1083,2007,21,RockDove,8,29.0,
1084,2007,21,Blackstart,2,29.0,
1085,2007,21,WhiteCrownedBlackWheatear,1,27.0,
1086,2007,21,HouseSparrow,5,10.0,
1087,2007,21,HoodedWheatear,1,61.0,
1088,2007,21,ScrubWarbler,1,143.0,
1089,2007,21,WhiteCrownedBlackWheatear,1,59.0,
1090,2007,21,WhiteCrownedBlackWheatear,1,121.0,
1091,2007,21,LaughingDove,2,1.0,
1092,2007,21,ScrubWarbler,1,37.0,
1093,2007,21,LaughingDove,4,114.0,
1094,2007,21,ScrubWarbler,1,10.0,
1095,2007,21,WhiteCrownedBlackWheatear,1,7.0,
1096,2007,21,DesertLark,1,140.0,
1097,2007,21,WhiteCrownedBlackWheatear,1,39.0,
1098,2007,21,ScrubWarbler,1,17.0,
1099,2007,21,LaughingDove,1,40.0,
1100,2007,21,LaughingDove,3,30.0,
1101,2007,21,DesertLark,2,47.0,
1102,2007,21,DesertLark,2,64.0,
1103,2007,21,WhiteCrownedBlackWheatear,1,53.0,
1104,2007,21,DesertLark,3,80.0,
1105,2007,21,DesertLark,2,47.0,
1106,2007,21,WhiteCrownedBlackWheatear,1,10.0,
1107,2007,21,DesertLark,1,90.0,
1108,2007,21,TristramsStarling,4,125.0,
1109,2007,21,WhiteCrownedBlackWheatear,1,12.0,
1110,2007,21,ScrubWarbler,2,20.0,
1111,2007,21,WhiteCrownedBlackWheatear,1,64.0,
1112,2007,21,ScrubWarbler,2,18.0,
1113,2007,21,DesertLark,1,44.0,
1114,2007,21,DesertLark,1,24.0,
1115,2007,21,DesertLark,1,20.0,
1116,2007,21,LaughingDove,1,18.0,
1117,2007,21,DesertLark,1,29.0,
1118,2007,21,DesertLark,2,18.0,
1119,2007,21,SinaiRosefinch,1,10.0,
1120,2007,21,WhiteCrownedBlackWheatear,1,10.0,
1121,2007,21,WhiteCrownedBlackWheatear,2,13.0,
1122,2007,21,WhiteCrownedBlackWheatear,1,1.0,
1123,2007,21,SinaiRosefinch,3,14.0,
1124,2007,21,SinaiRosefinch,2,14.0,
1125,2007,21,SinaiRosefinch,1,14.0,
1126,2007,21,DesertLark,2,1.0,
1127,2007,21,DesertLark,1,1.0,
1128,2007,21,SinaiRosefinch,2,43.0,
1129,2007,21,WhiteCrownedBlackWheatear,1,43.0,
1130,2007,21,WhiteCrownedBlackWheatear,1,43.0,
1131,2007,21,WhiteCrownedBlackWheatear,1,28.0,
1132,2007,21,RockDove,2,33.0,
1133,2007,21,WhiteCrownedBlackWheatear,1,23.0,
1134,2007,21,WhiteCrownedBlackWheatear,1,15.0,
1135,2007,21,SinaiRosefinch,1,10.0,
1136,2007,21,RockMartin,2,1.0,
1137,2007,21,RockDove,30,139.0,
1138,2007,21,WhiteCrownedBlackWheatear,1,1.0,
1139,2007,21,DesertLark,1,1.0,
1140,2007,21,DesertLark,1,1.0,
1141,2007,21,WhiteCrownedBlackWheatear,1,35.0,
1142,2007,21,WhiteCrownedBlackWheatear,1,1.0,
1143,2007,21,SinaiRosefinch,1,46.0,
1144,2007,21,SinaiRosefinch,3,46.0,
1145,2007,21,SinaiRosefinch,2,46.0,
1146,2007,21,WhiteCrownedBlackWheatear,1,33.0,
1147,2007,21,RockDove,1,1.0,
1148,2007,21,SinaiRosefinch,1,15.0,
1149,2007,21,DesertLark,1,107.0,
1150,2007,21,SinaiRosefinch,1,80.0,
1151,2007,21,SinaiRosefinch,1,35.0,
1152,2007,21,DesertLark,3,174.0,
1153,2007,21,SinaiRosefinch,4,69.0,
1154,2007,21,WhiteCrownedBlackWheatear,1,5.0,
1155,2007,21,SinaiRosefinch,2,35.0,
1156,2007,21,RockMartin,1,64.0,
1157,2007,21,LaughingDove,1,112.0,
1158,2007,21,LaughingDove,1,114.0,
1159,2007,21,ScrubWarbler,2,27.0,
1160,2007,21,SinaiRosefinch,4,63.0,
1161,2007,21,RockMartin,1,61.0,
1162,2007,21,RockMartin,1,59.0,
1163,2007,21,SinaiRosefinch,4,36.0,
1164,2007,21,DesertLark,2,40.0,
1165,2007,21,SinaiRosefinch,2,31.0,
1166,2007,21,SinaiRosefinch,4,41.0,
1167,2007,21,SinaiRosefinch,3,47.0,
1168,2007,21,SinaiRosefinch,1,47.0,
1169,2007,21,SinaiRosefinch,1,63.0,
1170,2007,21,SandPartridge,2,80.0,
1171,2007,21,WhiteCrownedBlackWheatear,1,1.0,
1172,2007,21,DesertLark,1,22.0,
1173,2007,21,SinaiRosefinch,3,200.0,
1174,2007,21,RockMartin,1,43.0,
1175,2007,21,Blackstart,1,26.0,
1176,2007,21,Blackstart,1,10.0,
1177,2007,21,WhiteCrownedBlackWheatear,1,1.0,
1178,2007,21,WhiteCrownedBlackWheatear,1,1.0,
1179,2007,21,DesertLark,2,1.0,
1180,2007,21,Blackstart,1,19.0,
1181,2007,21,WhiteCrownedBlackWheatear,1,19.0,
1182,2007,21,WhiteCrownedBlackWheatear,1,27.0,
1183,2007,21,WhiteCrownedBlackWheatear,1,1.0,
1184,2007,21,WhiteCrownedBlackWheatear,1,31.0,
1185,2007,21,WhiteCrownedBlackWheatear,1,10.0,
1186,2007,21,WhiteCrownedBlackWheatear,1,20.0,
1187,2007,21,DesertLark,2,10.0,
1188,2007,21,WhiteCrownedBlackWheatear,1,45.0,
1189,2007,21,WhiteCrownedBlackWheatear,1,51.0,
1190,2007,21,WhiteCrownedBlackWheatear,1,17.0,
1191,2007,21,ScrubWarbler,1,4.0,
1192,2007,21,ScrubWarbler,1,126.0,
1193,2007,21,WhiteCrownedBlackWheatear,1,26.0,
1194,2007,21,SinaiRosefinch,2,98.0,
1195,2007,21,WhiteCrownedBlackWheatear,1,26.0,
1196,2007,21,SinaiRosefinch,2,151.0,
1197,2007,21,SandPartridge,4,61.0,
1198,2007,21,Blackstart,1,44.0,
1199,2007,21,SandPartridge,1,1.0,
1200,2007,21,SpectacledBulbul,1,12.0,
